doi,
10.1007/s10499-025-02342-9,
10.1007/s10499-025-02340-x,
10.1016/j.fbio.2025.107846,
10.1038/s41598-025-19591-6,
10.1016/j.fsi.2025.110701,
10.1016/j.cirep.2025.200233,
10.3390/antiox14111383,
10.1016/j.envpol.2025.126976,
10.1016/j.aqrep.2025.103010,
10.1016/j.aqrep.2025.103026,
10.3390/antiox14101209,
10.3390/fishes10100524,
10.1371/journal.pone.0334906,
10.1016/j.marpolbul.2025.118357,
10.1007/s10499-025-02023-7,
10.1016/j.aqrep.2025.103012,
10.1016/j.aqrep.2025.102991,
10.1016/j.aquaculture.2025.742671,
10.54203/scil.2025.wvj58,
10.1016/j.aninu.2025.03.007,
10.1016/j.micpath.2025.107735,
10.1016/j.fsi.2025.110434,
10.1016/j.fsi.2025.110433,
10.1016/j.fsi.2025.110414,
10.1016/j.molimm.2025.06.009,
10.1016/j.aqrep.2025.102809,
10.1016/j.aquaculture.2025.742562,
10.1016/j.aqrep.2025.102751,
10.1007/s00343-024-4107-8,
10.3390/fishes10070318,
10.1016/j.jip.2025.108331,
10.1016/j.aquaculture.2025.742449,
10.1016/j.fsi.2025.110257,
10.1016/j.micpath.2025.107450,
10.1016/j.fsi.2025.110274,
10.1016/j.cirep.2025.200219,
10.3390/ani15121792,
10.1016/j.aninu.2024.11.020,
10.1007/s10499-025-01916-x,
10.1111/jpn.14097,
10.1007/s00284-025-04187-0,
10.1016/j.marpolbul.2025.117831,
10.1016/j.aquaculture.2025.742169,
10.1016/j.aquaculture.2025.742152,
10.1007/s10499-025-01883-3,
10.2478/aoas-2024-0105,
10.2478/aoas-2024-0104,
10.1016/j.aqrep.2025.102633,
10.1016/j.aqrep.2024.102599,
10.21608/ejabf.2025.419575,
10.3390/fishes10030124,
10.3390/microorganisms13020402,
10.3390/antiox14020194,
10.1016/j.anifeedsci.2024.116205,
10.1016/j.ijbiomac.2024.138987,
10.1016/j.marpolbul.2024.117467,
10.13057/biodiv/d260216,
10.21608/ejabf.2025.410871,
10.3390/genes16010069,
10.3390/ani15020159,
10.1371/journal.pone.0315819,
10.1016/j.fsi.2024.110059,
10.3389/fimmu.2025.1688761,
10.1155/anu/8822600,
10.1155/are/5959199,
10.1155/anu/6665220,
10.2478/aoas-2025-0087,
10.1155/are/8041189,
10.3389/fnut.2025.1586625,
10.52973/rcfcv-e35549,
10.1016/j.aquaculture.2024.741334,
10.1186/s12866-024-03681-y,
10.1016/j.ecoenv.2024.117376,
10.1016/j.aquatox.2024.107164,
10.1016/j.aquatox.2024.107133,
10.1016/j.aqrep.2024.102413,
10.1016/j.aqrep.2024.102387,
10.1016/j.aqrep.2024.102380,
10.1016/j.dci.2024.105265,
10.1007/s10499-024-01655-5,
10.1016/j.cbpc.2024.110014,
10.1186/s12917-024-04207-4,
10.1007/s10499-024-01559-4,
10.1038/s41598-024-62436-x,
10.1038/s41598-024-61328-4,
10.1007/s10499-024-01513-4,
10.1016/j.cirep.2024.200173,
10.1016/j.scitotenv.2024.175588,
10.3390/antiox13111318,
10.1016/j.fsi.2024.109962,
10.1016/j.jip.2024.108210,
10.1016/j.fsi.2024.109912,
10.1016/j.marenvres.2024.106747,
10.1016/j.envpol.2024.124639,
10.1007/s42995-024-00236-y,
10.1016/j.aaf.2023.05.003,
10.1016/j.ecoenv.2024.117059,
10.1016/j.aquaculture.2024.741122,
10.1016/j.scitotenv.2024.174360,
10.1016/j.aqrep.2024.102323,
10.4194/AQUAST1964,
10.1016/j.ecoenv.2024.116891,
10.1016/j.aqrep.2024.102307,
10.1111/jwas.13093,
10.1016/j.anifeedsci.2024.116083,
,
,
10.1016/j.aninu.2024.04.008,
10.1016/j.fsi.2024.109768,
10.1016/j.aquaculture.2024.740967,
10.1016/j.hazadv.2024.100456,
10.1371/journal.pone.0308559,
10.1016/j.ecoenv.2024.116673,
10.1007/s10499-024-01389-4,
10.1007/s10499-024-01401-x,
10.1039/d4en00434e,
10.21608/ejabf.2024.375987,
10.21608/ejabf.2024.374230,
10.1093/jambio/lxae176,
10.1371/journal.ppat.1012321,
10.3390/ani14131986,
10.1007/s00203-024-04064-7,
10.1016/j.aquatox.2024.106974,
10.1016/j.fsi.2024.109610,
10.1016/j.ecoenv.2024.116475,
10.1016/j.fsi.2024.109569,
10.1016/j.dci.2024.105176,
10.15578/iaj.19.1.2024.11-23,
10.3390/fishes9060232,
10.3390/microorganisms12061208,
10.1016/j.ijbiomac.2024.132799,
10.1016/j.aqrep.2024.102174,
10.1016/j.aninu.2024.03.009,
10.1016/j.fsi.2024.109595,
10.1016/j.cbpc.2024.109904,
10.1007/s10499-023-01346-7,
10.1007/s10499-023-01318-x,
10.1007/s10499-023-01308-z,
10.4025/actascibiolsci.v46i1.69227,
10.3390/fishes9050155,
10.1016/j.anifeedsci.2024.115953,
10.1016/j.fsi.2024.109472,
10.1111/jpn.13936,
10.1016/j.chemosphere.2024.141646,
10.1016/j.aqrep.2024.102014,
10.1016/j.aqrep.2024.101981,
10.1016/j.scitotenv.2024.170924,
10.1007/s10499-023-01234-0,
10.1016/j.aquaculture.2024.740562,
10.1016/j.anifeedsci.2024.115916,
10.1007/s00343-023-2399-8,
10.1016/j.aaf.2022.05.006,
10.1016/j.aquaculture.2023.740457,
10.1016/j.jhazmat.2023.132927,
10.20950/1678-2305/bip.2024.50.e854,
10.4014/jmb.2403.03039,
10.22034/ijab.v12i1.2063,
10.1016/j.aquatox.2023.106809,
10.1016/j.aqrep.2024.101918,
10.1016/j.aquatox.2024.106837,
10.1016/j.aqrep.2024.101922,
10.1016/j.fsi.2023.109317,
10.1016/j.fsi.2023.109327,
10.1016/j.cbpb.2023.110924,
10.1007/s10499-023-01157-w,
10.1016/j.aquaculture.2023.740250,
10.1016/j.aquaculture.2023.740262,
10.3389/fmars.2024.1491402,
10.3389/fimmu.2024.1501753,
10.3389/fimmu.2024.1476309,
10.12264/JFSC2024-0189,
,
10.3389/fimmu.2024.1368444,
10.3923/pjbs.2024.356.364,
10.3389/fmars.2024.1449066,
10.46989/001c.117555,
10.3389/fmars.2024.1384487,
10.12264/JFSC2023-0280,
10.3389/fmars.2024.1370371,
10.5455/OVJ.2024.v14.i1.13,
10.7717/peerj.16743,
10.1093/plankt/fbad049,
10.3390/antiox13010052,
10.14202/vetworld.2024.50-58,
10.1007/s10661-023-12261-y,
10.12982/VIS.2024.036,
10.1016/j.envpol.2023.122762,
10.1016/j.scitotenv.2023.167616,
10.1155/anu/8883996,
,
10.1016/j.aquaculture.2023.739910,
10.3390/antiox12122042,
10.1016/j.aqrep.2023.101867,
10.3390/ijms242316738,
10.1016/j.aqrep.2023.101851,
10.1016/j.aqrep.2023.101821,
10.1016/j.cbd.2023.101149,
10.1016/j.aqrep.2023.101778,
10.1016/j.cbd.2023.101146,
10.1016/j.aninu.2023.05.014,
10.1111/jwas.13016,
10.1016/j.fsirep.2023.100101,
10.1016/j.fsi.2023.109086,
10.1016/j.aquaculture.2023.739818,
10.1016/j.jhazmat.2023.132266,
10.3390/ani13203282,
10.3390/md21100548,
10.1016/j.dci.2023.104896,
10.1007/s10499-023-01106-7,
10.1017/S0007114522004032,
10.3856/vol51-issue4-fulltext-3051,
10.1111/jfd.13814,
10.1016/j.anifeedsci.2023.115710,
10.3390/w15163010,
10.1016/j.imlet.2023.06.007,
10.1007/s10126-023-10228-1,
10.1016/j.aqrep.2023.101641,
10.1016/j.marpolbul.2023.115137,
10.1007/s10499-023-01077-9,
10.1016/j.envpol.2023.121646,
10.1016/j.aquaculture.2023.739483,
10.3856/vol51-issue3-fulltext-3006,
10.3390/ani13132109,
10.1016/j.aquatox.2023.106569,
10.1016/j.aqrep.2023.101617,
10.1016/j.heliyon.2023.e17018,
10.1016/j.jip.2023.107932,
10.1016/j.cbd.2023.101080,
10.1007/s10499-022-01025-z,
10.1002/jsfa.12306,
10.21608/ejabf.2023.302084,
10.3390/ani13101676,
10.7324/JABB.2023.91082,
10.1016/j.ecoenv.2023.114871,
10.1016/j.eti.2023.103073,
10.1016/j.aquaculture.2023.739322,
10.20950/1678-2305/bip.2023.49.e718,
10.3390/ani13071131,
10.1016/j.aqrep.2023.101521,
10.1016/j.aqrep.2023.101491,
10.1016/j.aqrep.2023.101481,
10.1016/j.aquaculture.2022.739216,
10.1016/j.aquaculture.2022.739200,
,
10.14202/vetworld.2023.638-649,
10.3390/antibiotics12030575,
10.3390/fishes8030148,
10.7717/peerj.14747,
10.3390/ani13030331,
10.1016/j.aquatox.2023.106399,
10.1016/j.envpol.2022.120950,
10.1016/j.aqrep.2022.101432,
10.1016/j.aqrep.2022.101436,
10.1016/j.jip.2022.107853,
10.1016/j.cbpc.2022.109493,
10.1007/s10499-022-00962-z,
10.3389/fphys.2023.1067354,
10.1016/j.aquaculture.2022.738858,
10.12264/JFSC2023-0149,
10.54203/SCIL.2023.WVJ43,
10.46989/001c.81912,
10.7717/peerj.15795,
10.1051/alr/2023013,
10.25268/bimc.invemar.2023.52.1.1156,
10.3389/fimmu.2023.1190590,
10.1155/2023/6685592,
10.1155/2023/7825559,
10.1155/2023/1160015,
10.1099/ijsem.0.005786,
10.2478/aoas-2022-0098,
10.1163/15685403-bja10269,
10.3390/ani13010043,
10.48048/tis.2023.3418,
10.1016/j.envpol.2022.120635,
10.3389/fmars.2022.1090235,
